id,givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
C000912,John,Crittenden,Jordan,John,Crittenden,Jordan,,Mr.,,,1786,1863,"[{""position"":""Senator"",""congressNumber"":15,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":24,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""KY"",""parties"":[""Whig""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":27,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":28,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":34,""stateName"":""KY"",""parties"":[""Opposition""]},{""position"":""Senator"",""congressNumber"":35,""stateName"":""KY"",""parties"":[""American (Know-Nothing)""]},{""position"":""Senator"",""congressNumber"":36,""stateName"":""KY"",""parties"":[""American (Know-Nothing)""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":37,""stateName"":""KY"",""parties"":[""Unionist""],""electionDate"":""1861-06-20"",""electionCirca"":false}]"
C000938,William,Crow,Evans,William,Crow,Evans,,,,,1870,1922,"[{""position"":""Senator"",""congressNumber"":67,""stateName"":""PA"",""parties"":[""Republican""]}]"
C000952,Robert,Crozier,,Robert,Crozier,,,,,,1827,1895,"[{""position"":""Senator"",""congressNumber"":43,""stateName"":""KS"",""parties"":[""Republican""]}]"
C001098,Rafael,Cruz,Edward,Rafael,Cruz,Edward,Ted,,,,1970,,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false}]"
C000963,Charles,Culberson,Allen,Charles,Culberson,Allen,,,,,1855,1925,"[{""position"":""Senator"",""congressNumber"":56,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":57,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":58,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":66,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""TX"",""parties"":[""Democrat""]}]"
C000973,Shelby,Cullom,Moore,Shelby,Cullom,Moore,,Mr.,,,1829,1914,"[{""position"":""Representative"",""congressNumber"":39,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1864-11-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":40,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1866-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":41,""stateName"":""IL"",""parties"":[""Republican""],""electionDate"":""1868-11-03"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":48,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":49,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":50,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":51,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":52,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":53,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":54,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":55,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":56,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":57,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":58,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""IL"",""parties"":[""Republican""]}]"
C000979,John,Culver,Chester,John,Culver,Chester,,,,,1932,2018,"[{""position"":""Representative"",""congressNumber"":89,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":90,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":91,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":92,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""IA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""IA"",""parties"":[""Democrat""]}]"
C000988,Albert,Cummins,Baird,Albert,Cummins,Baird,,,,,1850,1926,"[{""position"":""Senator"",""congressNumber"":60,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":66,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""IA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""IA"",""parties"":[""Republican""]}]"
C001006,Carl,Curtis,Thomas,Carl,Curtis,Thomas,,Mr.,,,1905,2000,"[{""position"":""Representative"",""congressNumber"":77,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":78,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":79,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":82,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":76,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":83,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":80,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":81,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":89,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":91,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":88,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":90,""stateName"":""NE"",""parties"":[""Republican""]}]"
C001008,Charles,Curtis,,Charles,Curtis,,,Mr.,,,1860,1936,"[{""position"":""Representative"",""congressNumber"":53,""stateName"":""KS"",""parties"":[""Republican""],""electionDate"":""1892-11-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":54,""stateName"":""KS"",""parties"":[""Republican""],""electionDate"":""1894-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":55,""stateName"":""KS"",""parties"":[""Republican""],""electionDate"":""1896-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":56,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":57,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":58,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":59,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":66,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""KS"",""parties"":[""Republican""],""electionCirca"":false}]"
C001023,Alfred,Cuthbert,,Alfred,Cuthbert,,,Mr.,,,1785,1856,"[{""position"":""Representative"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1813-12-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1814-10-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":17,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1820-10-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""GA"",""parties"":[""Crawford Republican""],""electionDate"":""1822-10-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""GA"",""parties"":[""Jacksonian""],""electionDate"":""1824-10-04"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":23,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":27,""stateName"":""GA"",""parties"":[""Democrat""]}]"
C001028,Bronson,Cutting,Murray,Bronson,Cutting,Murray,,,,,1888,1935,"[{""position"":""Senator"",""congressNumber"":70,""stateName"":""NM"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""NM"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""NM"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""NM"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""NM"",""parties"":[""Republican""]}]"
C001031,Charles,Cutts,,Charles,Cutts,,,,,,1769,1846,"[{""position"":""Senator"",""congressNumber"":11,""stateName"":""NH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NH"",""parties"":[""Democratic Republican""]}]"
D000018,Alfonse,D'Amato,Marcello,Alfonse,D'Amato,Marcello,,,,,1937,,"[{""position"":""Senator"",""congressNumber"":102,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""NY"",""parties"":[""Republican""]}]"
D000002,David,Daggett,,David,Daggett,,,,,,1764,1851,"[{""position"":""Senator"",""congressNumber"":13,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""CT"",""parties"":[""Federalist""]}]"
D000618,Steve,Daines,,Steve,Daines,,,,,,1962,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MT"",""parties"":[""Republican""],""electionCirca"":false}]"
D000009,Porter,Dale,Hinman,Porter,Dale,Hinman,,Mr.,,,1867,1933,"[{""position"":""Representative"",""congressNumber"":64,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":65,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":66,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":67,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""VT"",""parties"":[""Republican""]}]"
